tic,time_idx,horizon,actual_scaled,p50_scaled,actual,p10,p50,p90
ADAUSDT,2708,7,-1.6752802042390802,-1.8713281154632568,0.2818,0.2601602006936044,0.27101676287372883,0.28396878491417565
ADAUSDT,2703,1,-2.1734736246426545,-2.2673566341400146,0.262,0.24471966235670042,0.25658278166758763,0.2705895035557772
ADAUSDT,2704,2,-2.264053285475102,-2.4267194271087646,0.2559,0.23585354600509073,0.2466776790970203,0.259239677233723
ADAUSDT,2705,3,-2.0824720596554838,-2.4198014736175537,0.2643,0.23474599347170444,0.24536124379138605,0.2577476210981136
ADAUSDT,2706,4,-1.887002842671858,-2.2462093830108643,0.2728,0.24187504290631684,0.25265713706114923,0.2653041107860752
ADAUSDT,2707,5,-1.4585096581442283,-2.0190353393554688,0.295,0.2531872491135031,0.2638509232593707,0.27660423522643074
ADAUSDT,2708,6,-1.6752802042390802,-1.8688451051712036,0.2818,0.26058420770065616,0.27115333606443,0.28405035902073444
ADAUSDT,2709,7,-1.5664991634868588,-1.8802404403686523,0.2858,0.2577535858095476,0.2685566269019115,0.2818417193387909
ADAUSDT,2704,1,-2.264053285475102,-2.3338968753814697,0.2559,0.24046217032284728,0.25194023312618274,0.2650165159321538
ADAUSDT,2705,2,-2.0824720596554838,-2.382009267807007,0.2643,0.23697161459187233,0.24748301954768634,0.25971610514172877
ADAUSDT,2706,3,-1.887002842671858,-2.2320382595062256,0.2728,0.24289329520092115,0.25345179686376323,0.2659730833716837
ADAUSDT,2707,4,-1.4585096581442283,-1.9881396293640137,0.295,0.25509221954129846,0.2655678344977648,0.2783274862085284
ADAUSDT,2708,5,-1.6752802042390802,-1.8457319736480713,0.2818,0.2621035803491583,0.27242462927224,0.28523854381277136
ADAUSDT,2709,6,-1.5664991634868588,-1.8716837167739868,0.2858,0.25853363007413593,0.2690269085903985,0.2820947498743147
ADAUSDT,2710,7,-1.62481689753988,-1.8480117321014404,0.2811,0.2579971662917515,0.2689168439154606,0.28250626352157876
ADAUSDT,2705,1,-2.0824720596554838,-2.3044281005859375,0.2643,0.24054237986076163,0.2518386753297367,0.2645400288232609
ADAUSDT,2706,2,-1.887002842671858,-2.1780765056610107,0.2728,0.24596448327180984,0.2564777557191291,0.26905566230619204
ADAUSDT,2707,3,-1.4585096581442283,-1.9385640621185303,0.295,0.25788358815771795,0.26832280755315246,0.28131826858144215
ADAUSDT,2708,4,-1.6752802042390802,-1.805321455001831,0.2818,0.2643445700941421,0.27464733188731516,0.2877111683509713
ADAUSDT,2709,5,-1.5664991634868588,-1.831096887588501,0.2858,0.26079849578369324,0.27125758045311743,0.2845013703396098
ADAUSDT,2710,6,-1.62481689753988,-1.7764487266540527,0.2811,0.261883197596087,0.2728231317422239,0.2866404681342578
ADAUSDT,2711,7,-1.7313320553745504,-1.778324842453003,0.2735,0.2596253454182915,0.27094157229570337,0.28474671085920766
ADAUSDT,2706,1,-1.887002842671858,-2.175907611846924,0.2728,0.24587335636285232,0.25659937859043,0.2688156453119051
