tic,time_idx,actual_scaled,p50_scaled,actual,p10,p50,p90
BTCUSDT,320,0.9970521795970678,-0.6714439988136292,102395.55301542673,76425.82128958037,85691.73354882786,105025.46814658823
BTCUSDT,321,1.9916220672732527,-0.6618567705154419,112352.49272294412,76709.22753935905,85787.71418861004,104364.09460439408
BTCUSDT,322,1.776748074633842,-0.6590265035629272,110201.32424706852,76771.89031171295,85816.0488463868,104265.56179269479
BTCUSDT,323,1.5573667573093006,-0.6614139080047607,108005.0315816431,76723.74693311325,85792.14781903884,104347.77311590301
BTCUSDT,324,1.4882271071600308,-0.6595651507377625,107312.85364978993,76752.03385328107,85810.65628673873,104262.99470277491
BTCUSDT,325,1.0709060482695212,-0.6110080480575562,103134.9264135664,77049.09305921197,86296.77611577176,103617.49988274905
BTCUSDT,320,0.9970521795970678,-0.671359121799469,103353.11225425753,76983.18848105615,86393.10457679207,106024.2110517646
BTCUSDT,321,1.9916220672732527,-0.6618586778640747,113463.2768861111,77271.51706678656,86489.68004469303,105352.01511225148
BTCUSDT,322,1.776748074633842,-0.6590250730514526,111279.00460157213,77335.1405058917,86518.48466819129,105251.95388501132
BTCUSDT,323,1.5573667573093006,-0.6614133715629578,109048.91372230135,77286.25141332066,86494.20674520114,105335.38913688774
BTCUSDT,324,1.4882271071600308,-0.6595650315284729,108346.08403254357,77314.97363402558,86512.99579389027,105249.29397131428
BTCUSDT,325,1.0709060482695212,-0.6110079288482666,104103.8636898579,77616.6017882412,87006.59640278236,104593.86336483012
BTCUSDT,326,0.8258757655671202,-0.612450361251831,101613.04174902968,77602.99199747515,86991.93355278956,104673.28753955974
BTCUSDT,321,1.9916220672732527,-0.6617691516876221,118123.60565073189,86192.76578837734,94326.7582435172,110967.82800890409
